content,sentiment
"Sangat tertolong dg adanya aplikasi ini,sbgai sopir krna sering bpergian,jrng ada waktu bhkan untuk mengurus SIM yg biasanya mmakan waktu seharian,biaya lebih murah dan lbih hemat waktu,ndak perlu antri,kita juga tidak terjebak dg calo2 yg berkeliaran,mmng ada bbrpa bug,aplkasi rekanan untuk tes kshatan dn psiko jg ada bug,tp sy yakin kedepannya aplikasi ini akan terus di tingkatkan,satpas penerbit SIM juga mohon di tambah,agar menghemat biaya kirim,NB:saya berhasil mmperpnjang SIM,trma kash",Positif
Saya rasa ini sangat membantu sekali apalagi dimana pandemi sekarang ini.,Positif
Bagus,Positif
Susah utk ferifikasi e ktp nyaa,Positif
"Min, saya sudah melakukan semua persyaratan untuk perpanjangan SIM online dan sudah melakukan pembayaran, tapi kenapa status transaksi nya masih 40% terus yaa, Kira-kira butuh waktu berapa lama untuk jadi SIM nya dan pengiriman?  Karena dikejar waktu juga sama masa berlaku SIM nya Mohon penjelasan nya min🙏 Terima kasih",Positif
"Setelah proses isi data selesai (tinggal bayar) dan kemudian keluar, apakah masih bisa dilanjutkan transaksinya atau mulai dari awal lagi? Kalau bisa dilanjutkan tombolnya dimana? Terimakasih",Positif
Alhamdulillah ada aplikasi ini jd gak perlu repot2 dteg ke polres lagi bs dikirim lagi via pos..,Positif
Mohom maaf admin ini pemngembangan pembikinan sim C dan sim A kapan yah🙏,Positif
Ok,Positif
"Saya sangat mengharapkan aplikasi ini dapat membantu kita untuk memperpanjang SIM secara online. Tetapi pada akhirnya SIM saya habis masa berlakunya, perpanjangan SIM lewat aplikasi tak kunjung berhasil. Apakah saya harus mengurus baru? Padahal saya sudah tes kesehatan dan psikologi online, dan Alhamdulillah selesai. Tetapi proses perpanjangan SIM yg tak bisa diakses. Sampai pada pengisian nama POLDA, aplikasi tak berfungsi dengan baik.",Positif
Mohon maaf saya beberapa kali verifikasi ktp kok susah ya pak. Untuk sim sdh terdata semua. Padahal mau perpanjangan habis masa berlakukan tanggal 7 mei 2021. Mohon arahannya. Terima kasih,Positif
Saya mengajukan perpanjang sim c.sudah bayar.sudah lolos semua test.tapi sampai skrg belom di proses2,Positif
ok,Positif
Sudah di coba tapi belum aktif,Positif
mantap,Positif
"Lumayan lah, cukup membantu dlm membuat SIM dari rumah 👍✔️",Positif
Saya masih coba...nanti lihat hasilnya...,Positif
Mantap,Positif
Mantap,Positif
membantu sekali,Positif
good,Positif
Good,Positif
"Kalau dah perpanjang SIMnya di mana cetaknya,saya kan di Rantau apakah saya bisa cetak di polsek terdekat?",Positif
Mohon maaf saya mau bertanya mengala aplikasi e_rikkes nya tidak bisa dibuka ya?,Positif
Knapa disaat isi tes psikologi link nya ngga ada,Positif
Aplikasi sangat membantu sekali walaupun awal awal sangat sulit untuk diakses,Positif
Ok,Positif
Siap 86,Positif
"Alhamdulillah... Proses dari tes erikkes, tes eppsi sampai SIM diterima membutuhkan waktu 34 jam, mungkin lokasi saya di Kec. Sidoarjo memilih Satpas/Polres Jombang sehingga bisa cepat. Semoga bisa ditingkatkan kualitas layanan terutama verifikasi e-ktp yang prosesnya sangat sulit. Saya sampai ganti hp untuk verifikasi, akhirnya berhasil (HP yang berhasil verifikasi e-ktp tanpa kendala yaitu Galaxi M21, Redmi Note 7, Max Pro M1, Vivo Y95). Terima kasih Korlantas Polri dan PT. POS 👍👍👍",Positif
Kapan baru bisa digunakan ini aplikasiny BPK/ibu.....?,Positif
Mantap,Positif
"Aplikasi yang sangat membantu. Jika persyaratan lengkap, proses penerbitan SIM cepat dan segera dikirim. Baru kemarin proses registrasi dan melengkapi persyaratan, hari ini SIM sudah sampai di tangan. Semoga kedepan aplikasi ini bisa lbh baik dan membantu masyarakat mempermudah mengurus dokumen berlalu lintas",Positif
"Bagus perpanjang bikin SIM cukup dirumah aja,semoga kedepan bikin sim jg bs drmh",Positif
"Saya Verifikasi Wajah Gagal trus knpa ya ndan??? Pdhl sudah di tmpt Terang,, dan sudah mengikuti gerakan dengan benar",Positif
Edit Kini sim saya sudah di proses Sangat memudahkan sekali untuk perpanjangan sim dan transparan tidak ada calo2an lg..,Positif
Mantap,Positif
"Alhamdulillah... SIM saya sudah sampai. Terima Kasih atas kemudahan yang diberikan oleh Polri. Saran: verifikasi identitasnya diperbaiki lagi, karena masih ada user yang kesulitan pada tahap itu. Seperti verifikasi KTP dan Foto 🙏🙏🙏",Positif
Mantap POLRI Maju terus Indonesia ku,Positif
"Mantap, alhamdulillah SIM sudah sampai di POS tegal. Senin mungkin sudah sampai rumah... Buat yang bingung kenapa pilihan hanya 2 Jatim dan Metro Jaya. Bagi yang perpanjangan pilih saja polda Metro Jaya dikirim via POS.",Positif
"Terimakasih saya udah berhasil perpanjang dari rumah, saya butuh waktu 3 hari untuk mempelajari, untuk perpanjang selanjutnya jika sistem nya seperti ini akan sangat membantu",Positif
Lebih baik lebih cepat,Positif
Sangat membantu,Positif
Mau perpanjang SIM C tapi di pendaftaran ada tahap kedua yaitu pemeriksaan kesehatan tapi gak bisa di klik bagimana ini,Positif
"(Update) Udah coba sampe pembayaran, menunggu proses, semoga cepat di proses dan dikirim ke rumah SIM nya 🤲",Positif
so far so good,Positif
Gak bisa dibuat,Positif
Alhamdulillah Sangat membantu,Positif
Saya niatnya perpanjangan online. Sudah sampai tes kesehatan dan psikotes. Ketika memasukkan satpas. Tidak ada pilihannya. Hanya ada pilihan Jombang sedangkan saya warga surabaya. Akhirnya saya tidak melanjutkan dan beeralih ke offline. Mungkin ke depannya bisa lebih dijelaskan apakah satpas harus sesuai dengan lokasi masing-masing atau boleh memilih satpas yang telah disediakan meskipun berbeda lokasi agar pengguna juga tidak kecewa. Semoga aplikasi dapat digunakan secara maksimal.,Positif
Saya sudah mengikuti proses nya sampai ke pembayaran ke VA BNI. Tapi setelah itu kok nggak ada notifikasi apa proses sudah selesai atau malah gagal. Dan bagaimana cara mengecek progress nya ya...?,Positif
"Mantab, walaupun di awal-awal ada beberapa kendala",Positif
Sangat membantu,Positif
"Saya dari Medan coba perpanjang SlM melalui aplikasi ini tgl 22 April 2021 karena di medan belum ada satpasnya akhirnya pilih polda metro jaya, alhamdulillah tgl 30 April saya terima, walau awalnya kesulitan saat verfikasi KTP. Selamat kepada Korlantas Polri yang telah berinovasi mengikuti perkembangan zaman.",Positif
"Sy baru download aplikasinya. Mau daftar SIM baru, tapi belum tersedia keterangannya. Tolong dibantu admin. Apa memang buat SIM baru, belum tersedia layanannya di aplikasi ini. Terima kasih",Positif
Untuk alamat ktp sdh pindah apakah bisa di ubah,Positif
Siiip,Positif
👍,Positif
Sangat membantu,Positif
"Sangat membantu,mempermudah dan sangat bermanfaat....terimakasih....🙏🙏🙏",Positif
👍,Positif
"Alhamdulillah SIM saya selesai perpanjang via online, aplikasi ini sangat membantu untuk yg sibuk bekerja, terimakasih Digital Korlantas polri. Meski proses agak lama 6 hari tapi mungkin karena antusias masyarakat sehingga permintaan melonjak ditambah pelayanan satpas yg masih sedikit. Mungkin bisa lebih diperbanyak pelayanan satpas nya terutama di kota2 besar",Positif
"Sy lagi buatkan Video Tutorial utk membantu memudahkan sosialisasi perpanjangan SIM secara online dg mudah,, di tunggu saja nnti kl sdh brs sy share link ny ya.. mohon dukungan jg dr Korlantas POLRI... Bravo Kepolisian Republik Indonesia",Positif
Keren,Positif
"Aplikasi yg sangat bermanfaat, tidak usah bingung untuk lokasi satpas karena ini online pilih saja yg ada maka jika sudah jadi SIM pun akan dikirimkan oleh PT POS ke alamat tujuan, terima kasih KORLANTAS POLRI salam PRESISI",Positif
Mantap,Positif
Saya beri bintang 5 siapa tau kedepanya bisa lebih baik 🙂,Positif
"Mantab terus kembangkan untuk pengurusan STNK nya komandan,,perpanjangan SIM sudah okeh paling lama 7 hari kerja sudah sampe ke alamat rumah..",Positif
sangat membantu sekali di saat negara kta lg pandemi,Positif
Bagus,Positif
Good,Positif
Bagus,Positif
Sangat membantu sekali dan aplikasi sangat inovatif,Positif
"Akhirnya bisa dan berhasil juga jadi sim online saya, walau sempat bingung dan ragu dgn aplikasinya. Adalah lebih baik di aplikasi juga ada layanan chat untuk menjawab pertanyaan pembuat sim yah. Terima kasih, semakin maju dan lebih baik lagi Korlantas POLRI Indonesia.",Positif
Mantul banget,Positif
"Pengajuan tgl 27,tgl 29 simnya udah dianter sama pak pos.....jombang ke blitar",Positif
Saya udah daftar kok gak ada balasan,Positif
Aplikasi bagus sngat membantu ini sdah upload aplikasi mau tnya admin klaw SiM Mati masuk perpanjang atau perdftran baru ya.mhon petunjuk,Positif
aplikasinya ciamik 👌🏻lagi nunggu simnya dateng 🥳,Positif
"Keren, ga ribet, bisa dimana pun dan kapan pun. Semoga lebih baik. Masih sering log out.",Positif
"Saya sudah dftar dr mulai foto kanan kiri,depan,pilih dokter,sampai d pilih dokter di sini tdk tersedia,kalo bisa saya mohon untuk menghapus data saya yg sudah sya dftrkan apakah bisa????,karna saya sudah perpanjang langsung ke kantor kepolisian,terimakasih🙏🙏🙏",Positif
Terimakasih sangat dimudahkan ewngan adanya aplikasi ini....tapi saya masih bingung dengan masa berlaku SIM saya kok tidak ada pilihan tahunnya ya,Positif
Membantu,Positif
"Verifikasi wajah masih sulit karena terlalu cepat, masih gagal...semoga cepat benar, karena sim mau habis masa berlaku...",Positif
Sim saya sudah sampai.. terbantu bgt dengan adanya bikin/perpanjangn sim online ini. Tingkatkan terus pelayanan nya,Positif
"Mudah dan terpercaya, sangat membantu bagi orang yg sibuk dan tidak perlu ke Samsat...sudah ada kemajuan...sukses terus untuk Korlantas polri dalam memberikan pelayanan....terima kasih",Positif
Bagus,Positif
Kapan fitur buat sim baru bisa digunakan pak/bu ?,Positif
Ok,Positif
"Minta infonya gan, pas menu pilihan pilih polda jatim, setelah itu mau pilih satpas kok gk bisa ya.",Positif
Sudah mulai lancar,Positif
mantap akhirnya di sudah di proses juga perpanjangan SIM saya..tingkatkan terus pelayanan buat masyarakat..sangat membantu..terim kasih POLRI semoga makin maju dan jaya untuk pelayanan ke masyarakat,Positif
"Mau tanya,saya proses perpanjangan SIM sudah 2 hari status masih belum berubah dan hanya 20% dari proses saja. Sudah mencoba menghubungi polres jombang tapi tidak bisa ditelepon.",Positif
"Mau tanya, kalo sim udah mati, bisa di perpanjang lagi gak. Thanx",Positif
Baru instal moga membantu,Positif
Sudah Mantap Aplikasinya..💪💪💪,Positif
"Pelayanan Sim online sangat memuaskan,cepat,aman nyaman,",Positif
Mempermudah,Positif
"mantaaap sangat membantu..,👍👍👍",Positif
"Dr tgl konfirmasi bhwa tlah slesai bayar dan registrasi, 4 hari sampai rumah SIM nya. Keren Digital Korlantas Polri...",Positif
Good,Positif
good,Positif
tes dulu area Kediri,Positif
Tapi sayang prosesnya lama mau tanya tanya ke cs respon slow sekali Semoga 5 tahun kedepan sudah bagus sekali jadi pas perpanjangan SIM bisa pake aplikasi ini,Positif
Mantappp Terima Kasih,Positif
Ok,Positif
"Great, aplikasi cukup membantu, sy berhasil perpanjang sim mulai dari pengajuan tgl 21, diproses tgl 27 sampai dirumah dgn pengiriman POS tgl 30.04.2021. Menurut sy aplikasi sudah cukup bagus walau byk tahapannya tp tdk begitu sulit yg penting kita harus sabar mengisi dan ikuti tahapan dgn baik. Semoga kedepan aplikasi ini lebih berkembang lagi dgn layanan lain. Sy ucapkan terima kasih kepada Korlantas POLRI, salam",Positif
Mempermudah pelayanan sim,Positif
"Verifikasi digitalnya selalu gagal, Langkah-langkah untuk perpanjangan sim yang akan habis masa berlaku nya, bagaimana ya?",Positif
Top,Positif
Sehat,Positif
"Al mantepunn,,,mantepp👍🙏",Positif
lumayan puas. saran aplikasi harap dikembangkan lebih sempurna supaya rating di playstore meningkat dan tambahkan fitur untuk perpanjang sim a sekaligus sim c supaya tidak kena ongkir 2x,Positif
"Alhamdulilah ada perbaikan, perpanjang sim jadi mudah.",Positif
verivikasi wajah gagal mulu min,Positif
Mantap gak ribet ksna kemari,Positif
Admin mau tanya ini kenapa pas isi wilayah polda dan satpas nya ga bisa ya. Loading trus....,Positif
Rekingan saya kox tidak terbaca ya ndan,Positif
"keren sih, cuma karena masih tahap awal, masih perlu banyak perbaikan... tapi yang penting perpanjangan SIM saya (akhirnya) jadi juga dengan memanfaatkan aplikasi ini... semoga kedepannya bisa lebih baik lagi... Bravo Korlantas Polri...",Positif
"Alhamdulillah SIM saya statusnya berubah dikirim , walau nunggu agak lama dari tanggal 25 April 2021, karena proses antrean..",Positif
SIM sampai ke rumah,Positif
"Min, untuk SIM mobil SIM B gak ada ya ?? Cuma SIM A",Positif
Sangat bermanfaat,Positif
mantap aplikasinya 👍👍👍👍👍👍👍👍👍 3 hari da jadi nyampe rumah sangat membantu bu ibu rumah tangga🤩🤩🤩 lanjutkan pengembangan aplikasinya pak😍😍,Positif
Sangat baik,Positif
"Saya sudah melakukan registrasi dan pembayaran untuk pilihan di Satpas Jombang, namun permohonan ditolak. Akan tetapi alasan penolakan tidak disertakan sehingga saya tidak tahu bagian mana yang harus saya perbaiki, mohon bantuannya kemana saya harus bertanya? Aplikasinya sangat mudah digunakan, hanya saja masih banyak fitur yang belum tersedia, semoga kedepannya terus diupdate tanpa kendala sehingga semua fitur dapat digunakan.",Positif
Alhamdulillah Sim a dan sim C saya sdh sampai..Lanjutkan systemnya ..memudahkam pelayanan terhadap masyrakat ...bravo pak kapolri n team,Positif
Sangat bermanfaat bagi masyarakat luas.,Positif
Makasih saya suka applikasi ini karena tidak ribet hanya cek mm langsung muncul .aku kasih bintang 5 dah,Positif
"awal2 sulit verifikasi, lalu coba bersabar sabar akhirnya sukses. tetapi sudah 3hr statusnya 40% mungkin ngantri. tp beres tidak ya sebelum tgl 5 mei. krna masa berlakunya sampai tanggal itu.",Positif
Sebelumnya saya review bintang 1 karna tdk ada kontak yg bisa d hubungin. Dan setelah menunggu bbrpa hari akhirnya SIM diproses dan di web akhirnya dicantumkan no yg bisa d hub. Kurang lebih 1 Minggu proses - SIM sampai di tangan. Semoga aplikasi ini terus berkembang jadi lebih baik lg biar mempermudah masyarakat. Terima kasih saya tdk perlu mengantri panas2.,Positif
"Terima kasih. Saya sudah berhasil memperpanjang sim melalui aplikasi ini. Cm memang sedikit ribet untuk bagian test kesehatan dan test 1 lg. Dan untuk di awal.verifikasi.wajah memang musti bener2 jelas, sy br berhasil stlh 9x isi fto selfie.",Positif
Masih belum berhasil🤦🏿‍♂️,Positif
Semoga kedapanya lbih baik,Positif
Saya ikuti semua petunjuk aplikasi.....teemasuk polres yg cetak sim dari jombang padahal saya di malang...ujian tgl 28 april 2021....tgl 29 april 2021 sim sdh sampai dirumah...luangkan waktu satu jam...sim bisa kita dapatkan tanpa antri ...kalo awal ribet mungkin karena baru launching ...trimakasih.. bravo polri,Positif
"Terimakasih polri, meskipun aplikasinya baru tapi dapat berfungsi dengan baik,,SIM saya sudah bisa di perpanjang & dikirim tepat waktu",Positif
Sangat membantu untuk memperpanjang sim,Positif
Sangat membantu very good buat Polri,Positif
Aplikasi cukup membantu tapi pada saat ferivikasi wajah sangat sulit masuk nya,Positif
"Mohon Maaf Min, untuk Lokasi POLDA & SATPAS belum update Semua ya, saya liat baru POLDA METRO JAYA dan JATIM saja, kira kira kapan bisa ter updatenya ?",Positif
"Apabila SIM (via online) blm diterima/selesai sedangkan masa berlaku SIM sebelumnya sdh lewat (expired), apakah tanda bukti bahwa SIM (via online) msh proses dapat dijadikan bukti SIM sementara apabila terkena razia SIM? 🙏",Positif
Baru ada Jatim ama metrojaya bro..jabar masuknya kmna?,Positif
Saya perpanjang 2 hari sudah smpai rumah. Terimakasih.... Aplikasinya sangat membantu apalagi dimasa pandemi ini. Good job,Positif
"Terima kasih Korlantas polri, perpanjangan SIM A & C disaat pandemi ini sangat bermanfaat dengan menggunakan aplikasi ini. Walaupun saya di Palembang tapi masih bisa. Sukses selalu.",Positif
"Perpanjang SIM A melalui Online, Semua Tes e_Rikkes dan ePPsi SIM secara online. ada pilihan SIM dikirm ke rumah melalui POS Indonesia. Biaya sim A . 80.000 tes 27.500 biaya layanan 10.000 diluar ongkir. 24.400 Total 114.400 Perpanjang SIM A",Positif
Mohon diperbaiki kode OTP nya nungguin 15menit gk ada yg masukkl..,Positif
Setelah mencoba hampir 1minggu lamanya akhirnya SIM sudah sampai dengan aman. Terimakasih aplikasinya sangat membantu👍 Yg bertanya kenapa kode otp tidak masuk silahkan dicoba antara jam 23.00wib sampai tengah malam. Karena saya seperti itu. Sekali lagi Terimakasih yg menciptakan aplikasi ini🙏,Positif
"(diedit) awalnya sempet kesel karena OTP, susah verifikasi ktp, trus harus ke erikkes, pemprosesan yg lama. tp Allhamdulillah selesai. bener harus serba sabar hehe. saya dari bandung pakai satpas metro jaya ternyata bisa. mohon bersabar karena antrian yang sangat banyak mungkin. sukses buat pelayanannya",Positif
Awalnya ragu pakai aplikasi online ini karena banyak komentar yang negatif.akhirnya saya beranikan untuk mencoba..ternyata sangat mudah dan cepat..hari ini buat besok sim sudah sampai rumah 👍👍👍,Positif
"Buat dpt kode masuk aplikasi pertama susaaaaah.... Tp kalo ud dpt trus registrasi semua jadi mudah, murah unt sim c total 135rb",Positif
"Saya hapus bintang 3 kemarin. kali ini sy beri bintang 5 untuk aplikasi ini. Kemarin sy tidak sabar dan hampir tdk percaya aplikasi ini,tp alhamdulillah sekarang benar sampai d tangan sim'y. Ga sampai 4 hari ko. Terima Kasih bpk/ibu polisi.",Positif
"Halo min, permohonan sim sudah selesai sudah bayar juga, tapi kenapa masa berlaku yg tercetak di aplikasi perpanjang masih 2021 ya? Bagaimana untuk membenarkan atau memang seperti itu?",Positif
"Aplikasi sangat membantu, cuman baru fitur perpanjangan sim saja ya? Fitur yang lainnya kapan bisa digunakan? Semoga semua fitur bisa secepatnya digunakan",Positif
